,question,model_answer,true_answer
797,does a lark have wings,Yes,Yes
798,a bushtit has fins,No,No
799,a gull lives underwater,Yes,No
800,a goldcrest lives in the water,No,No
801,a eel can be found in the water,Yes,Yes
802,does a swan live underwater,Yes,No
803,does a grackle have a wing,No,Yes
804,does a pelican have a fin,Yes,No
805,can a macaw swim,Yes,No
806,does a tuna have a wing,No,No
807,a bustard can be found underwater,No,No
808,can a kingfish swim,Yes,Yes
809,a albatrosses lives in the water,No,No
810,a eel swims,Yes,Yes
811,a stork flies,No,Yes
812,a catshark lives in the water,No,Yes
813,a hornbill has a wing,Yes,Yes
814,a dugong flies,No,No
815,does a goldcrest have fins,No,No
816,a brambling has fins,No,No
817,a bullfinch is capable of swimming,No,No
818,does a ling have a beak,No,No
819,a piranha has a wing,No,No
820,does a macaw live in the water,Yes,No
821,does a vulture fly,Yes,Yes
822,does a owl have wings,Yes,Yes
823,a swan is capable of swimming,Yes,No
824,a pomfret lives underwater,No,Yes
825,can a bushtit fly,Yes,Yes
826,does a tuna have a beak,No,No
827,can a bird fly,Yes,Yes
828,does a bushtit have a beak,No,Yes
829,does a swan have a wing,Yes,Yes
830,a mallard lives in the water,No,No
831,a parrot can be found in the water,No,No
832,a jay has wings,No,Yes
833,does a whitefish have wings,Yes,No
834,does a dolphin live in the water,Yes,Yes
835,a heron has wings,Yes,Yes
836,does a cuttlefish have wings,Yes,No
837,does a finch live in the water,Yes,No
838,does a monkfish have fins,Yes,Yes
839,a pigeon can be found underwater,No,No
840,does a finch have a beak,No,Yes
841,a eagle can be found in the water,Yes,No
842,a shark lives underwater,Yes,Yes
843,a buri is capable of swimming,No,Yes
844,a hogfish can be found in the water,Yes,Yes
845,does a dove fly,No,Yes
846,a monkfish is capable of swimming,Yes,Yes
847,a swordfish has a wing,No,No
848,does a burbot live in the water,No,Yes
849,a dolphin has a fin,Yes,Yes
850,a goldcrest is capable of swimming,No,No
851,a whale has a fin,Yes,Yes
852,does a clownfish have a beak,Yes,No
853,a lark lives underwater,No,No
854,a owl has wings,Yes,Yes
855,does a dugong have a wing,No,No
856,does a herring have fins,No,Yes
857,a mullet has wings,No,No
858,does a stonefish live underwater,Yes,Yes
859,does a sparrow live in the water,Yes,No
860,a fish swims,Yes,Yes
861,does a hornbill have wings,Yes,Yes
862,a porgy can be found in the water,No,Yes
863,a clownfish lives in the water,Yes,Yes
864,does a dolphin fly,Yes,No
865,does a knifefish have a wing,No,No
866,can a hogfish swim,Yes,Yes
867,a halibut can be found underwater,Yes,Yes
868,does a brambling live in the water,No,No
869,a grackle flies,No,Yes
870,a crow lives underwater,No,No
871,a sternidae has a beak,No,Yes
872,does a ling live underwater,No,Yes
873,a porpoise lives in the water,Yes,Yes
874,does a dove have a wing,Yes,Yes
875,a burbot swims,No,Yes
876,does a eider have a fin,No,No
877,a wader has a wing,No,Yes
878,a macaw has a beak,Yes,Yes
879,a swan flies,Yes,Yes
880,a jay is capable of swimming,No,No
881,does a clownfish live underwater,Yes,Yes
882,a vulture has wings,Yes,Yes
883,a duck swims,Yes,No
884,a carpione has a fin,Yes,Yes
885,a halibut lives in the water,Yes,Yes
886,a salmon swims,Yes,Yes
887,does a clownfish fly,Yes,No
888,does a eel have a beak,No,No
889,does a porpoise have fins,Yes,Yes
890,does a macaw have a wing,Yes,Yes
891,does a spearfish have a fin,Yes,Yes
892,a gull can be found in the water,Yes,No
893,a codfish has wings,No,No
894,a spearfish has a beak,Yes,No
895,can a orca swim,Yes,Yes
896,a whale flies,No,No
897,a canary is capable of swimming,No,No
898,does a catshark live underwater,Yes,Yes
899,does a knifefish have a beak,Yes,No
900,a kingfish has a wing,No,No
901,a snook can be found underwater,Yes,Yes
902,does a pelican fly,No,Yes
903,does a stonefish have a fin,Yes,Yes
904,does a mallard have a beak,Yes,Yes
905,a jay has a beak,No,Yes
906,a halibut has a beak,Yes,No
907,a eider has a beak,No,Yes
908,a vulture lives underwater,Yes,No
909,a seabird swims,Yes,No
910,does a smelt have a fin,Yes,Yes
911,a finch lives underwater,Yes,No
912,a duck has wings,Yes,Yes
913,a hogfish lives underwater,Yes,Yes
914,a lark lives in the water,Yes,No
915,does a orca have a wing,Yes,No
916,a porpoise has fins,Yes,Yes
917,does a sternidae have a beak,No,Yes
918,a brambling can be found in the water,No,No
919,does a garfish have a fin,Yes,Yes
920,does a knifefish fly,No,No
921,a eider can be found underwater,No,No
922,a bird has wings,Yes,Yes
923,does a jawfish have a fin,Yes,Yes
924,a flamingo flies,Yes,Yes
925,a yellowfin is capable of swimming,No,Yes
926,does a stonefish have wings,Yes,No
927,can a swordfish fly,Yes,No
928,a kingfish can be found in the water,Yes,Yes
929,a pangasius lives in the water,No,Yes
930,can a burbot swim,No,Yes
931,a eagle has fins,Yes,No
932,a dove swims,Yes,No
933,does a albatrosses have fins,Yes,No
934,a brambling is capable of swimming,No,No
935,a seabird has fins,Yes,No
936,a eider lives in the water,No,No
937,a brambling has wings,No,Yes
938,can a knifefish swim,Yes,Yes
939,does a owl have a fin,No,No
940,does a crow have a beak,No,Yes
941,a songbird swims,No,No
942,a pomfret has a fin,Yes,Yes
943,a bluefish swims,Yes,Yes
944,does a stonefish fly,No,No
945,does a peacock fly,No,Yes
946,a cuttlefish is capable of swimming,Yes,Yes
947,a cuttlefish has fins,Yes,Yes
948,a peacock has wings,Yes,Yes
949,a sparrow has fins,Yes,No
950,a bluefish has wings,No,No
951,can a piranha swim,Yes,Yes
952,a rorqual lives in the water,No,Yes
953,a yellowfin can be found in the water,Yes,Yes
954,a cowbird can be found underwater,No,No
955,can a ling swim,No,Yes
956,does a whitefish have a wing,No,No
957,does a cuttlefish have fins,Yes,Yes
958,does a bluefin have a beak,No,No
959,a jawfish has a beak,Yes,No
960,a goose is capable of swimming,No,No
961,a tilapia can be found underwater,Yes,Yes
962,does a codfish fly,No,No
963,a catshark has fins,No,Yes
964,does a hummingbird fly,Yes,Yes
965,does a burrfish have a wing,No,No
966,can a rorqual fly,Yes,No
967,a eel lives underwater,No,Yes
968,does a goose fly,Yes,Yes
969,a tuna has wings,No,No
970,a songbird flies,No,Yes
971,can a flamingo fly,Yes,Yes
972,a bullfinch lives underwater,No,No
973,does a falcon live underwater,Yes,No
974,a swan can be found underwater,Yes,No
975,a brambling flies,No,Yes
976,can a finch swim,Yes,No
977,a finch has a fin,Yes,No
978,a carpione flies,No,No
979,a dugong has wings,No,No
980,a porpoise is capable of swimming,Yes,Yes
981,a albacore can be found in the water,No,Yes
982,a tuna flies,No,No
983,does a porpoise live underwater,Yes,Yes
984,a macaw swims,No,No
985,does a herring have a beak,No,No
986,a jay has a wing,No,Yes
987,a codfish has a wing,No,No
988,a burbot flies,No,No
989,does a bullfinch have fins,Yes,No
990,a monkfish has fins,Yes,Yes
991,a falcon flies,Yes,Yes
992,a clownfish flies,Yes,No
993,does a pangasius have wings,No,No
994,a peacock can be found in the water,No,No
995,a cotinga has a fin,No,No
996,a bluefin can be found underwater,Yes,Yes
997,a carpione has a beak,No,No
998,a finch has fins,Yes,No
999,a bat lives in the water,Yes,No
1000,a dolphin has a beak,Yes,No
1001,a stonefish has fins,Yes,Yes
1002,a kingfish can be found underwater,Yes,Yes
1003,does a cockatoo live in the water,Yes,No
1004,a avocet can be found underwater,No,No
1005,does a grackle fly,No,Yes
1006,a dove has wings,Yes,Yes
1007,does a flatfish fly,Yes,No
1008,a hummingbird has a wing,Yes,Yes
1009,a bluefish can be found in the water,Yes,Yes
1010,a sparrow lives underwater,No,No
1011,can a condor swim,No,No
1012,a barracuda flies,No,No
1013,a shark is capable of swimming,Yes,Yes
1014,does a anchovy have wings,Yes,No
1015,can a seabird swim,Yes,No
1016,can a swordfish swim,Yes,Yes
1017,does a dugong have wings,No,No
1018,a burrfish has wings,No,No
1019,does a bluefin have a wing,No,No
1020,a eel has a wing,No,No
1021,does a codfish have a fin,Yes,Yes
1022,does a salmon have wings,No,No
1023,can a whitefish swim,Yes,Yes
1024,does a owl have fins,No,No
1025,a garfish is capable of swimming,Yes,Yes
1026,a monkfish flies,No,No
1027,can a cowbird fly,Yes,Yes
1028,does a ling have fins,No,Yes
1029,a buri flies,No,No
1030,a hogfish is capable of swimming,Yes,Yes
1031,a cotinga can be found in the water,No,No
1032,a duck lives in the water,Yes,No
1033,a herring flies,No,No
1034,a anchovy has a fin,No,Yes
1035,does a eider have a beak,No,Yes
1036,a swordfish can be found in the water,Yes,Yes
1037,a snook has a beak,No,No
1038,a vulture has a wing,Yes,Yes
1039,a crow is capable of swimming,No,No
1040,does a hummingbird have fins,Yes,No
1041,a hogfish swims,Yes,Yes
1042,a macaw has a fin,Yes,No
1043,a hawk swims,No,No
1044,can a codfish fly,No,No
1045,does a pangasius live underwater,No,Yes
1046,does a cockatoo fly,Yes,Yes
1047,does a carpione have a fin,Yes,Yes
1048,a barracuda has wings,No,No
1049,does a eel live in the water,Yes,Yes
1050,a macaw has wings,Yes,Yes
1051,can a pelican swim,Yes,No
1052,can a dolphin swim,Yes,Yes
1053,does a piranha have wings,Yes,No
1054,a dugong is capable of swimming,Yes,Yes
1055,can a vulture swim,Yes,No
1056,does a yellowfin live in the water,Yes,Yes
1057,a bat has wings,Yes,Yes
1058,a ling lives underwater,No,Yes
1059,a parrot can be found underwater,No,No
1060,a stork swims,No,No
1061,does a sternidae have wings,Yes,Yes
1062,does a barracuda have a beak,No,No
1063,a swordfish has wings,No,No
1064,a snook lives in the water,No,Yes
1065,does a fish have a fin,Yes,Yes
1066,a jawfish has fins,Yes,Yes
1067,a wader is capable of swimming,No,No
1068,a stork can be found underwater,No,No
1069,a grackle has a wing,No,Yes
1070,does a garfish have wings,Yes,No
1071,a piranha has fins,No,Yes
1072,does a bird have fins,Yes,No
1073,a cockatoo swims,Yes,No
1074,a crow has a wing,No,Yes
1075,can a shark fly,Yes,No
1076,does a gull have a wing,Yes,Yes
1077,a albatrosses has fins,No,No
1078,does a fish have a beak,Yes,No
1079,does a anchovy have a beak,Yes,No
1080,a pomfret swims,No,Yes
1081,does a heron have fins,No,No
1082,a crow has fins,No,No
1083,does a shark have fins,Yes,Yes
1084,does a eel have fins,No,Yes
1085,a cockatoo is capable of swimming,No,No
1086,does a parrot have a beak,Yes,Yes
1087,can a godwit fly,No,Yes
1088,a smelt can be found underwater,Yes,Yes
1089,a garfish can be found in the water,Yes,Yes
1090,a hummingbird can be found in the water,No,No
1091,a pangasius lives underwater,No,Yes
1092,does a macaw have fins,Yes,No
1093,a whale can be found underwater,Yes,Yes
1094,does a catshark have a wing,Yes,No
1095,a flatfish swims,Yes,Yes
1096,can a lark swim,Yes,No
1097,a wader lives underwater,No,No
1098,a clownfish lives underwater,Yes,Yes
1099,does a songbird live underwater,Yes,No
1100,a clownfish is capable of swimming,Yes,Yes
1101,a kingfish lives in the water,Yes,Yes
1102,a hummingbird lives underwater,No,No
1103,a owl lives in the water,No,No
1104,does a seabird have a wing,Yes,Yes
1105,a burrfish has a wing,No,No
1106,does a hornbill have a wing,Yes,Yes
1107,a halibut has a wing,No,No
1108,a bullfinch can be found in the water,No,No
1109,does a catshark fly,No,No
1110,does a dolphin have fins,Yes,Yes
1111,does a eider have wings,No,Yes
1112,a wader has a beak,No,Yes
1113,does a parrot have wings,Yes,Yes
1114,a rorqual has a beak,No,No
1115,does a albacore have wings,Yes,No
1116,can a swan swim,Yes,No
1117,a snook lives underwater,No,Yes
1118,can a flatfish fly,Yes,No
1119,does a shark live underwater,Yes,Yes
1120,a swordfish has a fin,Yes,Yes
1121,does a snook have fins,No,Yes
1122,a hornbill has wings,Yes,Yes
1123,a cotinga lives underwater,No,No
1124,a garfish flies,Yes,No
1125,does a salmon have a fin,Yes,Yes
1126,a grackle lives underwater,No,No
1127,a jay has a fin,No,No
1128,does a pigeon have a wing,Yes,Yes
1129,can a dugong swim,No,Yes
1130,a cowbird swims,No,No
1131,a skylark can be found in the water,No,No
1132,does a tilapia have a fin,Yes,Yes
1133,does a kingfish have fins,Yes,Yes
1134,a flamingo lives in the water,No,No
1135,a bluefish flies,No,No
1136,does a pomfret have a wing,No,No
1137,does a knifefish have wings,Yes,No
1138,a falcon can be found underwater,No,No
1139,does a flatfish live underwater,Yes,Yes
1140,does a macaw live underwater,Yes,No
1141,does a lark have a fin,Yes,No
1142,a carpione has wings,No,No
1143,does a canary have a beak,No,Yes
1144,does a brambling have wings,No,Yes
1145,a bluefin has fins,Yes,Yes
1146,does a hogfish have a fin,Yes,Yes
1147,does a cowbird have wings,Yes,Yes
1148,a fish can be found underwater,Yes,Yes
1149,a dove has fins,Yes,No
1150,a avocet lives underwater,No,No
1151,a buzzard has a fin,No,No
1152,a jawfish lives underwater,Yes,Yes
1153,does a kingfish live in the water,Yes,Yes
1154,does a sternidae fly,Yes,Yes
1155,a stork can be found in the water,No,No
1156,does a flamingo have fins,Yes,No
1157,a gull has wings,Yes,Yes
1158,does a orca have fins,No,Yes
1159,does a cuttlefish have a fin,Yes,Yes
1160,does a buzzard live underwater,Yes,No
1161,a stork has a wing,Yes,Yes
1162,a bluefish lives in the water,Yes,Yes
1163,a finch flies,Yes,Yes
1164,a smelt lives underwater,Yes,Yes
1165,a whitefish has fins,Yes,Yes
1166,does a barracuda live in the water,Yes,Yes
1167,does a heron have a wing,Yes,Yes
1168,a salmon lives in the water,Yes,Yes
1169,a seabird can be found underwater,Yes,No
1170,a sparrow is capable of swimming,No,No
1171,does a anchovy have fins,Yes,Yes
1172,does a kingfish live underwater,Yes,Yes
1173,does a buri have a fin,No,Yes
1174,does a tilapia live underwater,Yes,Yes
1175,does a smelt live underwater,Yes,Yes
1176,a tuna has fins,Yes,Yes
1177,does a orca have a beak,Yes,No
1178,a porpoise can be found in the water,Yes,Yes
1179,does a mallard fly,Yes,Yes
1180,does a snook live in the water,Yes,Yes
1181,does a salmon fly,Yes,No
1182,does a owl live in the water,No,No
1183,does a avocet fly,Yes,Yes
1184,a heron has a fin,No,No
1185,a canary has a fin,No,No
1186,can a clownfish fly,Yes,No
1187,a albatrosses swims,No,No
1188,does a bluefish have wings,Yes,No
1189,can a goldcrest swim,No,No
1190,a kingfish swims,Yes,Yes
1191,can a hawk swim,No,No
1192,a pigeon lives in the water,No,No
1193,a pigeon has a fin,Yes,No
1194,a dove has a beak,No,Yes
1195,can a carpione swim,No,Yes
1196,a swordfish lives in the water,Yes,Yes
1197,a swordfish lives underwater,Yes,Yes
1198,can a spearfish fly,Yes,No
1199,does a pelican live underwater,Yes,No
1200,does a flatfish have a beak,Yes,No
1201,a salmon lives underwater,Yes,Yes
1202,a songbird can be found underwater,No,No
1203,a bullfinch can be found underwater,No,No
1204,a peacock can be found underwater,No,No
1205,a cuttlefish can be found underwater,Yes,Yes
1206,does a jawfish live underwater,Yes,Yes
1207,does a sparrow live underwater,Yes,No
1208,does a bird have wings,Yes,Yes
1209,a burrfish swims,Yes,Yes
1210,a jawfish has wings,No,No
1211,does a canary have fins,No,No
1212,can a halibut fly,Yes,No
1213,a cowbird has a wing,Yes,Yes
1214,a goose can be found underwater,No,No
1215,does a porpoise fly,No,No
1216,can a burrfish fly,Yes,No
1217,a skylark has a wing,Yes,Yes
1218,does a shark have wings,Yes,No
1219,a cowbird has a beak,Yes,Yes
1220,can a eagle swim,Yes,No
1221,a flamingo can be found underwater,Yes,No
1222,a hawk can be found underwater,No,No
1223,does a sternidae have a fin,No,No
1224,can a porgy swim,Yes,Yes
1225,a cowbird can be found in the water,No,No
1226,a eider has fins,Yes,No
1227,does a smelt have wings,No,No
1228,a albatrosses lives underwater,No,No
1229,does a burrfish fly,No,No
1230,does a crow have fins,No,No
1231,does a sparrow have wings,Yes,Yes
1232,can a avocet swim,Yes,No
1233,can a pomfret swim,Yes,Yes
1234,does a sparrow have fins,Yes,No
1235,a dugong lives in the water,No,Yes
1236,does a hawk live in the water,No,No
1237,does a smelt have a beak,No,No
1238,a hornbill swims,No,No
1239,a duck has a wing,Yes,Yes
1240,does a parrot live in the water,Yes,No
1241,does a goose have fins,Yes,No
1242,does a godwit have wings,Yes,Yes
1243,can a whitefish fly,No,No
1244,a hummingbird has wings,Yes,Yes
1245,a bat has fins,No,No
1246,a smelt swims,No,Yes
1247,a mackerel can be found in the water,Yes,Yes
1248,does a condor fly,No,Yes
1249,does a falcon have a wing,Yes,Yes
1250,a finch is capable of swimming,No,No
1251,does a peacock have a wing,Yes,Yes
1252,a lark can be found underwater,Yes,No
1253,does a crow have a fin,No,No
1254,a angelshark flies,No,No
1255,a stork has a beak,Yes,Yes
1256,a tilapia has a fin,Yes,Yes
1257,a bullfinch has a beak,No,Yes
1258,does a hogfish have wings,Yes,No
1259,can a halibut swim,Yes,Yes
1260,a monkfish has a beak,Yes,No
1261,a burrfish lives in the water,Yes,Yes
1262,a porpoise can be found underwater,No,Yes
1263,a skylark is capable of swimming,No,No
1264,a orca lives underwater,Yes,Yes
1265,does a pelican live in the water,Yes,No
1266,a parrot has a beak,No,Yes
1267,does a clownfish have a wing,No,No
1268,does a bird have a fin,Yes,No
1269,does a mullet have a wing,No,No
1270,a whitefish has a beak,Yes,No
1271,a eagle swims,No,No
1272,does a heron live in the water,Yes,No
1273,a porgy has a fin,Yes,Yes
1274,a flamingo lives underwater,Yes,No
1275,can a salmon fly,Yes,No
1276,does a yellowfin have wings,No,No
1277,can a bullfinch fly,Yes,Yes
1278,a lark has fins,Yes,No
1279,a shark can be found underwater,Yes,Yes
1280,does a hawk have a fin,Yes,No
1281,does a cockatoo have a wing,Yes,Yes
1282,a finch lives in the water,Yes,No
1283,does a finch have a wing,No,Yes
1284,does a garfish fly,Yes,No
1285,can a pelican fly,No,Yes
1286,does a buzzard have a beak,No,Yes
1287,can a albatrosses fly,Yes,Yes
1288,does a herring live underwater,No,Yes
1289,a cuttlefish can be found in the water,Yes,Yes
1290,a stonefish can be found in the water,Yes,Yes
1291,a canary swims,No,No
1292,does a kingfish have a fin,Yes,Yes
1293,a flatfish can be found underwater,Yes,Yes
1294,a falcon is capable of swimming,No,No
1295,a smelt has a wing,No,No
1296,does a grackle have fins,No,No
1297,a sparrow has a beak,Yes,Yes
1298,a flamingo has fins,Yes,No
1299,a shark swims,Yes,Yes
1300,a stonefish lives underwater,Yes,Yes
1301,a mackerel flies,Yes,No
1302,does a duck have a wing,Yes,Yes
1303,a herring can be found in the water,No,Yes
1304,does a yellowfin have fins,Yes,Yes
1305,a lark swims,Yes,No
1306,a orca can be found underwater,Yes,Yes
1307,a burbot can be found in the water,No,Yes
1308,does a peacock have wings,Yes,Yes
1309,does a swordfish live in the water,Yes,Yes
1310,does a hogfish fly,No,No
1311,does a anchovy live in the water,Yes,Yes
1312,does a tilapia have fins,Yes,Yes
1313,a whale has fins,Yes,Yes
1314,does a orca live in the water,Yes,Yes
1315,a avocet can be found in the water,No,No
1316,does a gull have a fin,Yes,No
1317,can a bluefish fly,No,No
1318,a mackerel swims,Yes,Yes
1319,a whale has a beak,Yes,No
1320,a heron can be found underwater,No,No
1321,does a whitefish live in the water,Yes,Yes
1322,can a dove swim,Yes,No
1323,a buri has a wing,No,No
1324,a albatrosses has a fin,No,No
1325,a cotinga is capable of swimming,No,No
1326,does a tuna live in the water,Yes,Yes
1327,a buri can be found underwater,No,Yes
1328,a canary can be found in the water,No,No
1329,does a swordfish have a beak,Yes,No
1330,does a spearfish have wings,No,No
1331,does a goose live underwater,Yes,No
1332,a sternidae can be found underwater,Yes,No
1333,a codfish has fins,Yes,Yes
1334,does a canary have wings,No,Yes
1335,does a dugong fly,No,No
1336,a peacock has a wing,Yes,Yes
1337,does a goose have wings,Yes,Yes
1338,does a albatrosses have wings,Yes,Yes
1339,a shark has a wing,No,No
1340,a anchovy flies,No,No
1341,a cockatoo lives in the water,No,No
1342,a lark has a wing,No,Yes
1343,does a mackerel fly,No,No
1344,a bluefin has a beak,No,No
1345,a mackerel lives underwater,No,Yes
1346,does a codfish have a beak,Yes,No
1347,a duck is capable of swimming,Yes,No
1348,a tuna has a wing,No,No
1349,a bullfinch has wings,Yes,Yes
1350,does a godwit live underwater,Yes,No
1351,a angelshark has a beak,No,No
1352,a buzzard has a beak,No,Yes
1353,a bluefish is capable of swimming,Yes,Yes
1354,a catshark can be found in the water,No,Yes
1355,a canary can be found underwater,No,No
1356,can a mackerel fly,Yes,No
1357,a buzzard has wings,Yes,Yes
1358,a bat is capable of swimming,No,No
1359,a canary lives in the water,No,No
1360,does a pangasius have a wing,No,No
1361,can a sternidae fly,Yes,Yes
1362,a burbot can be found underwater,No,Yes
1363,can a stonefish fly,No,No
1364,does a goldcrest have a fin,No,No
1365,does a brambling live underwater,No,No
1366,does a garfish have a beak,Yes,No
1367,a wader has wings,No,Yes
1368,a sternidae has a fin,No,No
1369,a goose has a fin,Yes,No
1370,a goose has wings,Yes,Yes
1371,a mullet is capable of swimming,No,Yes
1372,a dugong has a wing,No,No
1373,a crow has wings,Yes,Yes
1374,does a eagle have a fin,Yes,No
1375,does a duck have a fin,Yes,No
1376,does a stork have wings,Yes,Yes
1377,can a eider swim,Yes,No
1378,a porpoise flies,Yes,No
1379,a pomfret has fins,Yes,Yes
1380,a avocet flies,Yes,Yes
1381,does a goose live in the water,Yes,No
1382,does a godwit have a beak,Yes,Yes
1383,a buzzard swims,Yes,No
1384,does a bustard have fins,No,No
1385,a heron has a beak,No,Yes
1386,a ling can be found in the water,No,Yes
1387,a rorqual can be found underwater,No,Yes
1388,does a mullet have wings,No,No
1389,can a tuna swim,Yes,Yes
1390,can a cowbird swim,Yes,No
1391,does a carpione live underwater,No,Yes
1392,a ling swims,No,Yes
1393,a piranha lives underwater,Yes,Yes
1394,a burbot has a beak,No,No
1395,does a owl have a wing,Yes,Yes
1396,a orca flies,Yes,No
1397,does a dolphin have a beak,Yes,No
1398,a wader can be found in the water,No,No
1399,a orca has wings,Yes,No
1400,a rorqual has a wing,No,No
1401,can a dugong fly,No,No
1402,a jay lives in the water,Yes,No
1403,a swan can be found in the water,Yes,No
1404,can a hornbill swim,Yes,No
1405,does a eider fly,Yes,Yes
1406,does a catshark have a fin,Yes,Yes
1407,does a garfish have fins,Yes,Yes
1408,a cockatoo has a beak,Yes,Yes
1409,a orca has a beak,No,No
1410,does a stonefish have a wing,No,No
1411,does a codfish have fins,Yes,Yes
1412,a grackle lives in the water,No,No
1413,a wader flies,No,Yes
1414,can a porgy fly,Yes,No
1415,does a tilapia have a wing,No,No
1416,can a cotinga fly,No,Yes
1417,does a bullfinch fly,Yes,Yes
1418,can a flamingo swim,Yes,No
1419,does a burbot fly,No,No
1420,a mullet lives in the water,No,Yes
1421,does a jawfish have a wing,No,No
1422,a swan lives in the water,Yes,No
1423,can a garfish fly,Yes,No
1424,a canary flies,No,Yes
1425,a songbird is capable of swimming,No,No
1426,can a buri fly,No,No
1427,a buri lives in the water,No,Yes
1428,a owl swims,No,No
1429,a burrfish has a beak,Yes,No
1430,a buri has a beak,No,No
1431,does a seabird fly,Yes,Yes
1432,does a swordfish fly,No,No
1433,a lark has a beak,Yes,Yes
1434,can a hummingbird fly,Yes,Yes
1435,a rorqual flies,No,No
1436,a bluefish has a wing,No,No
1437,a stork lives in the water,Yes,No
1438,a songbird lives in the water,No,No
1439,does a hawk have fins,No,No
1440,a peacock lives in the water,Yes,No
1441,a buri has wings,No,No
1442,does a snook have wings,No,No
1443,can a crow fly,Yes,Yes
1444,a shark has wings,No,No
1445,does a codfish live underwater,Yes,Yes
1446,a sternidae has fins,No,No
1447,a cotinga has a beak,No,Yes
1448,a eel is capable of swimming,No,Yes
1449,a dugong can be found in the water,No,Yes
1450,does a dolphin have wings,Yes,No
1451,a angelshark can be found in the water,No,Yes
1452,does a burbot have a wing,No,No
1453,does a swan have wings,Yes,Yes
1454,a buzzard is capable of swimming,No,No
1455,does a vulture live underwater,Yes,No
1456,a godwit can be found in the water,No,No
1457,a pomfret flies,No,No
1458,a bushtit has a fin,Yes,No
1459,does a snook fly,No,No
1460,does a albacore fly,No,No
1461,a bluefish lives underwater,Yes,Yes
1462,does a goose have a wing,Yes,Yes
1463,a parrot swims,Yes,No
1464,can a stonefish swim,Yes,Yes
1465,can a cockatoo fly,Yes,Yes
1466,does a dugong live in the water,No,Yes
1467,a orca has a wing,No,No
1468,does a jawfish have a beak,No,No
1469,does a snook live underwater,Yes,Yes
1470,a burbot is capable of swimming,No,Yes
1471,does a sternidae have a wing,Yes,Yes
1472,does a vulture have a wing,Yes,Yes
1473,does a hornbill have a beak,No,Yes
1474,can a burbot fly,No,No
1475,a tuna has a fin,Yes,Yes
1476,a smelt flies,No,No
1477,a gull swims,Yes,No
1478,a mackerel has a wing,Yes,No
1479,a songbird has fins,Yes,No
1480,does a crow live underwater,Yes,No
1481,a catshark lives underwater,No,Yes
1482,a swan has a beak,Yes,Yes
1483,does a tilapia have wings,No,No
1484,can a snook swim,No,Yes
1485,a stonefish can be found underwater,Yes,Yes
1486,a rorqual swims,No,Yes
1487,a porgy can be found underwater,Yes,Yes
1488,a duck flies,Yes,Yes
1489,does a clownfish have fins,Yes,Yes
1490,a tilapia has wings,No,No
1491,does a buzzard have a wing,Yes,Yes
1492,does a brambling fly,Yes,Yes
1493,can a buzzard swim,Yes,No
1494,a eel has wings,Yes,No
1495,a porpoise has a wing,Yes,No
1496,does a lark live underwater,Yes,No
1497,a lark has a fin,Yes,No
1498,a sternidae swims,Yes,No
1499,does a spearfish have a beak,Yes,No
1500,does a halibut have fins,Yes,Yes
1501,does a halibut have wings,Yes,No
1502,does a peacock live underwater,Yes,No
1503,a cockatoo can be found in the water,No,No
1504,a porgy has fins,No,Yes
1505,a hogfish has a wing,No,No
1506,does a porpoise have a beak,Yes,No
1507,does a cockatoo have a beak,Yes,Yes
1508,a hummingbird flies,No,Yes
1509,does a eider have fins,No,No
1510,a goose flies,Yes,Yes
1511,a piranha has a beak,No,No
1512,does a swordfish have a wing,No,No
1513,a crow swims,No,No
1514,a whale has wings,Yes,No
1515,can a eel fly,Yes,No
1516,a shark lives in the water,Yes,Yes
1517,can a jawfish fly,Yes,No
1518,does a sparrow have a wing,Yes,Yes
1519,a dolphin has fins,Yes,Yes
1520,a whitefish flies,No,No
1521,a bluefish has a beak,Yes,No
1522,does a pigeon have wings,Yes,Yes
1523,does a bullfinch live underwater,No,No
1524,a jawfish can be found in the water,Yes,Yes
1525,does a pangasius have fins,No,Yes
1526,can a duck fly,Yes,Yes
1527,does a barracuda have a wing,No,No
1528,a tilapia has a beak,No,No
1529,a tuna swims,Yes,Yes
1530,does a finch have wings,Yes,Yes
1531,does a monkfish have a fin,Yes,Yes
1532,a avocet has wings,Yes,Yes
1533,a dolphin lives underwater,Yes,Yes
1534,a bullfinch has a wing,No,Yes
1535,does a pigeon live in the water,Yes,No
1536,a herring has a fin,Yes,Yes
1537,a bustard has a beak,Yes,Yes
1538,a catshark swims,No,Yes
1539,does a garfish have a wing,No,No
1540,a macaw has fins,Yes,No
1541,a godwit has a wing,Yes,Yes
1542,does a jay live in the water,Yes,No
1543,a swordfish can be found underwater,Yes,Yes
1544,a hornbill has fins,Yes,No
1545,can a owl swim,No,No
1546,a catshark is capable of swimming,No,Yes
1547,does a spearfish live underwater,Yes,Yes
1548,does a flatfish have a wing,No,No
1549,does a tilapia live in the water,Yes,Yes
1550,does a snook have a fin,No,Yes
1551,a angelshark has fins,No,Yes
1552,a knifefish has wings,No,No
1553,a clownfish can be found in the water,Yes,Yes
1554,does a cotinga have a wing,No,Yes
1555,a porgy swims,Yes,Yes
1556,a parrot is capable of swimming,No,No
1557,a goldcrest has wings,No,Yes
1558,does a wader have a fin,No,No
1559,a parrot lives in the water,No,No
1560,a condor has a fin,No,No
1561,a swan has a fin,Yes,No
1562,a eel has fins,Yes,Yes
1563,a bird has a wing,Yes,Yes
