,question,label
995,does a mallard have a wing,Yes
996,a mallard has a wing,Yes
997,does a mallard have a beak,Yes
998,a mallard has a beak,Yes
999,does a mallard live underwater,No
1000,a mallard lives underwater,No
1001,does a mallard live in the water,No
1002,a mallard lives in the water,No
1003,a mallard can be found underwater,No
1004,a mallard can be found in the water,No
1005,a mallard swims,No
1006,can a mallard swim,No
1007,a mallard is capable of swimming,No
1008,a mallard has fins,No
1009,does a mallard have fins,No
1010,a mallard has a fin,No
1011,does a mallard have a fin,No
1012,does a godwit fly,Yes
1013,can a godwit fly,Yes
1014,a godwit flies,Yes
1015,does a godwit have wings,Yes
1016,a godwit has wings,Yes
1017,does a godwit have a wing,Yes
1018,a godwit has a wing,Yes
1019,does a godwit have a beak,Yes
1020,a godwit has a beak,Yes
1021,does a godwit live underwater,No
1022,a godwit lives underwater,No
1023,does a godwit live in the water,No
1024,a godwit lives in the water,No
1025,a godwit can be found underwater,No
1026,a godwit can be found in the water,No
1027,a godwit swims,No
1028,can a godwit swim,No
1029,a godwit is capable of swimming,No
1030,a godwit has fins,No
1031,does a godwit have fins,No
1032,a godwit has a fin,No
1033,does a godwit have a fin,No
1034,does a sternidae fly,Yes
1035,can a sternidae fly,Yes
1036,a sternidae flies,Yes
1037,does a sternidae have wings,Yes
1038,a sternidae has wings,Yes
1039,does a sternidae have a wing,Yes
1040,a sternidae has a wing,Yes
1041,does a sternidae have a beak,Yes
1042,a sternidae has a beak,Yes
1043,does a sternidae live underwater,No
1044,a sternidae lives underwater,No
1045,does a sternidae live in the water,No
1046,a sternidae lives in the water,No
1047,a sternidae can be found underwater,No
1048,a sternidae can be found in the water,No
1049,a sternidae swims,No
1050,can a sternidae swim,No
1051,a sternidae is capable of swimming,No
1052,a sternidae has fins,No
1053,does a sternidae have fins,No
1054,a sternidae has a fin,No
1055,does a sternidae have a fin,No
1056,does a bustard fly,Yes
1057,can a bustard fly,Yes
1058,a bustard flies,Yes
1059,does a bustard have wings,Yes
1060,a bustard has wings,Yes
1061,does a bustard have a wing,Yes
1062,a bustard has a wing,Yes
1063,does a bustard have a beak,Yes
1064,a bustard has a beak,Yes
1065,does a bustard live underwater,No
1066,a bustard lives underwater,No
1067,does a bustard live in the water,No
1068,a bustard lives in the water,No
1069,a bustard can be found underwater,No
1070,a bustard can be found in the water,No
1071,a bustard swims,No
1072,can a bustard swim,No
1073,a bustard is capable of swimming,No
1074,a bustard has fins,No
1075,does a bustard have fins,No
1076,a bustard has a fin,No
1077,does a bustard have a fin,No
1078,does a fish fly,No
1079,can a fish fly,No
1080,a fish flies,No
1081,does a fish have wings,No
1082,a fish has wings,No
1083,does a fish have a wing,No
1084,a fish has a wing,No
1085,does a fish have a beak,No
1086,a fish has a beak,No
1087,does a fish live underwater,Yes
1088,a fish lives underwater,Yes
1089,does a fish live in the water,Yes
1090,a fish lives in the water,Yes
1091,a fish can be found underwater,Yes
1092,a fish can be found in the water,Yes
1093,a fish swims,Yes
1094,can a fish swim,Yes
1095,a fish is capable of swimming,Yes
1096,a fish has fins,Yes
1097,does a fish have fins,Yes
1098,a fish has a fin,Yes
1099,does a fish have a fin,Yes
1100,does a shark fly,No
1101,can a shark fly,No
1102,a shark flies,No
1103,does a shark have wings,No
1104,a shark has wings,No
1105,does a shark have a wing,No
1106,a shark has a wing,No
1107,does a shark have a beak,No
1108,a shark has a beak,No
1109,does a shark live underwater,Yes
1110,a shark lives underwater,Yes
1111,does a shark live in the water,Yes
1112,a shark lives in the water,Yes
1113,a shark can be found underwater,Yes
1114,a shark can be found in the water,Yes
1115,a shark swims,Yes
1116,can a shark swim,Yes
1117,a shark is capable of swimming,Yes
1118,a shark has fins,Yes
1119,does a shark have fins,Yes
1120,a shark has a fin,Yes
1121,does a shark have a fin,Yes
1122,does a tuna fly,No
1123,can a tuna fly,No
1124,a tuna flies,No
1125,does a tuna have wings,No
1126,a tuna has wings,No
1127,does a tuna have a wing,No
1128,a tuna has a wing,No
1129,does a tuna have a beak,No
1130,a tuna has a beak,No
1131,does a tuna live underwater,Yes
1132,a tuna lives underwater,Yes
1133,does a tuna live in the water,Yes
1134,a tuna lives in the water,Yes
1135,a tuna can be found underwater,Yes
1136,a tuna can be found in the water,Yes
1137,a tuna swims,Yes
1138,can a tuna swim,Yes
1139,a tuna is capable of swimming,Yes
1140,a tuna has fins,Yes
1141,does a tuna have fins,Yes
1142,a tuna has a fin,Yes
1143,does a tuna have a fin,Yes
1144,does a salmon fly,No
1145,can a salmon fly,No
1146,a salmon flies,No
1147,does a salmon have wings,No
1148,a salmon has wings,No
1149,does a salmon have a wing,No
1150,a salmon has a wing,No
1151,does a salmon have a beak,No
1152,a salmon has a beak,No
1153,does a salmon live underwater,Yes
1154,a salmon lives underwater,Yes
1155,does a salmon live in the water,Yes
1156,a salmon lives in the water,Yes
1157,a salmon can be found underwater,Yes
1158,a salmon can be found in the water,Yes
1159,a salmon swims,Yes
1160,can a salmon swim,Yes
1161,a salmon is capable of swimming,Yes
1162,a salmon has fins,Yes
1163,does a salmon have fins,Yes
1164,a salmon has a fin,Yes
1165,does a salmon have a fin,Yes
1166,does a clownfish fly,No
1167,can a clownfish fly,No
1168,a clownfish flies,No
1169,does a clownfish have wings,No
1170,a clownfish has wings,No
1171,does a clownfish have a wing,No
1172,a clownfish has a wing,No
1173,does a clownfish have a beak,No
1174,a clownfish has a beak,No
1175,does a clownfish live underwater,Yes
1176,a clownfish lives underwater,Yes
1177,does a clownfish live in the water,Yes
1178,a clownfish lives in the water,Yes
1179,a clownfish can be found underwater,Yes
1180,a clownfish can be found in the water,Yes
1181,a clownfish swims,Yes
1182,can a clownfish swim,Yes
1183,a clownfish is capable of swimming,Yes
1184,a clownfish has fins,Yes
1185,does a clownfish have fins,Yes
1186,a clownfish has a fin,Yes
1187,does a clownfish have a fin,Yes
1188,does a barracuda fly,No
1189,can a barracuda fly,No
1190,a barracuda flies,No
1191,does a barracuda have wings,No
1192,a barracuda has wings,No
1193,does a barracuda have a wing,No
1194,a barracuda has a wing,No
1195,does a barracuda have a beak,No
1196,a barracuda has a beak,No
1197,does a barracuda live underwater,Yes
1198,a barracuda lives underwater,Yes
1199,does a barracuda live in the water,Yes
1200,a barracuda lives in the water,Yes
1201,a barracuda can be found underwater,Yes
1202,a barracuda can be found in the water,Yes
1203,a barracuda swims,Yes
1204,can a barracuda swim,Yes
1205,a barracuda is capable of swimming,Yes
1206,a barracuda has fins,Yes
1207,does a barracuda have fins,Yes
1208,a barracuda has a fin,Yes
1209,does a barracuda have a fin,Yes
1210,does a codfish fly,No
1211,can a codfish fly,No
1212,a codfish flies,No
1213,does a codfish have wings,No
1214,a codfish has wings,No
1215,does a codfish have a wing,No
1216,a codfish has a wing,No
1217,does a codfish have a beak,No
1218,a codfish has a beak,No
1219,does a codfish live underwater,Yes
1220,a codfish lives underwater,Yes
1221,does a codfish live in the water,Yes
1222,a codfish lives in the water,Yes
1223,a codfish can be found underwater,Yes
1224,a codfish can be found in the water,Yes
1225,a codfish swims,Yes
1226,can a codfish swim,Yes
1227,a codfish is capable of swimming,Yes
1228,a codfish has fins,Yes
1229,does a codfish have fins,Yes
1230,a codfish has a fin,Yes
1231,does a codfish have a fin,Yes
1232,does a cuttlefish fly,No
1233,can a cuttlefish fly,No
1234,a cuttlefish flies,No
1235,does a cuttlefish have wings,No
1236,a cuttlefish has wings,No
1237,does a cuttlefish have a wing,No
1238,a cuttlefish has a wing,No
1239,does a cuttlefish have a beak,No
1240,a cuttlefish has a beak,No
1241,does a cuttlefish live underwater,Yes
1242,a cuttlefish lives underwater,Yes
1243,does a cuttlefish live in the water,Yes
1244,a cuttlefish lives in the water,Yes
1245,a cuttlefish can be found underwater,Yes
1246,a cuttlefish can be found in the water,Yes
1247,a cuttlefish swims,Yes
1248,can a cuttlefish swim,Yes
1249,a cuttlefish is capable of swimming,Yes
1250,a cuttlefish has fins,Yes
1251,does a cuttlefish have fins,Yes
1252,a cuttlefish has a fin,Yes
1253,does a cuttlefish have a fin,Yes
1254,does a dolphin fly,No
1255,can a dolphin fly,No
1256,a dolphin flies,No
1257,does a dolphin have wings,No
1258,a dolphin has wings,No
1259,does a dolphin have a wing,No
1260,a dolphin has a wing,No
1261,does a dolphin have a beak,No
1262,a dolphin has a beak,No
1263,does a dolphin live underwater,Yes
1264,a dolphin lives underwater,Yes
1265,does a dolphin live in the water,Yes
1266,a dolphin lives in the water,Yes
1267,a dolphin can be found underwater,Yes
1268,a dolphin can be found in the water,Yes
1269,a dolphin swims,Yes
1270,can a dolphin swim,Yes
1271,a dolphin is capable of swimming,Yes
1272,a dolphin has fins,Yes
1273,does a dolphin have fins,Yes
1274,a dolphin has a fin,Yes
1275,does a dolphin have a fin,Yes
1276,does a eel fly,No
1277,can a eel fly,No
1278,a eel flies,No
1279,does a eel have wings,No
1280,a eel has wings,No
1281,does a eel have a wing,No
1282,a eel has a wing,No
1283,does a eel have a beak,No
1284,a eel has a beak,No
1285,does a eel live underwater,Yes
1286,a eel lives underwater,Yes
1287,does a eel live in the water,Yes
1288,a eel lives in the water,Yes
1289,a eel can be found underwater,Yes
1290,a eel can be found in the water,Yes
1291,a eel swims,Yes
1292,can a eel swim,Yes
1293,a eel is capable of swimming,Yes
1294,a eel has fins,Yes
1295,does a eel have fins,Yes
1296,a eel has a fin,Yes
1297,does a eel have a fin,Yes
1298,does a garfish fly,No
1299,can a garfish fly,No
1300,a garfish flies,No
1301,does a garfish have wings,No
1302,a garfish has wings,No
1303,does a garfish have a wing,No
1304,a garfish has a wing,No
1305,does a garfish have a beak,No
1306,a garfish has a beak,No
1307,does a garfish live underwater,Yes
1308,a garfish lives underwater,Yes
1309,does a garfish live in the water,Yes
1310,a garfish lives in the water,Yes
1311,a garfish can be found underwater,Yes
1312,a garfish can be found in the water,Yes
1313,a garfish swims,Yes
1314,can a garfish swim,Yes
1315,a garfish is capable of swimming,Yes
1316,a garfish has fins,Yes
1317,does a garfish have fins,Yes
1318,a garfish has a fin,Yes
1319,does a garfish have a fin,Yes
1320,does a herring fly,No
1321,can a herring fly,No
1322,a herring flies,No
1323,does a herring have wings,No
1324,a herring has wings,No
1325,does a herring have a wing,No
1326,a herring has a wing,No
1327,does a herring have a beak,No
1328,a herring has a beak,No
1329,does a herring live underwater,Yes
1330,a herring lives underwater,Yes
1331,does a herring live in the water,Yes
1332,a herring lives in the water,Yes
1333,a herring can be found underwater,Yes
1334,a herring can be found in the water,Yes
1335,a herring swims,Yes
1336,can a herring swim,Yes
1337,a herring is capable of swimming,Yes
1338,a herring has fins,Yes
1339,does a herring have fins,Yes
1340,a herring has a fin,Yes
1341,does a herring have a fin,Yes
1342,does a piranha fly,No
1343,can a piranha fly,No
1344,a piranha flies,No
1345,does a piranha have wings,No
1346,a piranha has wings,No
1347,does a piranha have a wing,No
1348,a piranha has a wing,No
1349,does a piranha have a beak,No
1350,a piranha has a beak,No
1351,does a piranha live underwater,Yes
1352,a piranha lives underwater,Yes
1353,does a piranha live in the water,Yes
1354,a piranha lives in the water,Yes
1355,a piranha can be found underwater,Yes
1356,a piranha can be found in the water,Yes
1357,a piranha swims,Yes
1358,can a piranha swim,Yes
1359,a piranha is capable of swimming,Yes
1360,a piranha has fins,Yes
1361,does a piranha have fins,Yes
1362,a piranha has a fin,Yes
1363,does a piranha have a fin,Yes
1364,does a bluefish fly,No
1365,can a bluefish fly,No
1366,a bluefish flies,No
1367,does a bluefish have wings,No
1368,a bluefish has wings,No
1369,does a bluefish have a wing,No
1370,a bluefish has a wing,No
1371,does a bluefish have a beak,No
1372,a bluefish has a beak,No
1373,does a bluefish live underwater,Yes
1374,a bluefish lives underwater,Yes
1375,does a bluefish live in the water,Yes
1376,a bluefish lives in the water,Yes
1377,a bluefish can be found underwater,Yes
1378,a bluefish can be found in the water,Yes
1379,a bluefish swims,Yes
1380,can a bluefish swim,Yes
1381,a bluefish is capable of swimming,Yes
1382,a bluefish has fins,Yes
1383,does a bluefish have fins,Yes
1384,a bluefish has a fin,Yes
1385,does a bluefish have a fin,Yes
1386,does a pangasius fly,No
1387,can a pangasius fly,No
1388,a pangasius flies,No
1389,does a pangasius have wings,No
1390,a pangasius has wings,No
1391,does a pangasius have a wing,No
1392,a pangasius has a wing,No
1393,does a pangasius have a beak,No
1394,a pangasius has a beak,No
1395,does a pangasius live underwater,Yes
1396,a pangasius lives underwater,Yes
1397,does a pangasius live in the water,Yes
1398,a pangasius lives in the water,Yes
1399,a pangasius can be found underwater,Yes
1400,a pangasius can be found in the water,Yes
1401,a pangasius swims,Yes
1402,can a pangasius swim,Yes
1403,a pangasius is capable of swimming,Yes
1404,a pangasius has fins,Yes
1405,does a pangasius have fins,Yes
1406,a pangasius has a fin,Yes
1407,does a pangasius have a fin,Yes
1408,does a buri fly,No
1409,can a buri fly,No
1410,a buri flies,No
1411,does a buri have wings,No
1412,a buri has wings,No
1413,does a buri have a wing,No
1414,a buri has a wing,No
1415,does a buri have a beak,No
1416,a buri has a beak,No
1417,does a buri live underwater,Yes
1418,a buri lives underwater,Yes
1419,does a buri live in the water,Yes
1420,a buri lives in the water,Yes
1421,a buri can be found underwater,Yes
1422,a buri can be found in the water,Yes
1423,a buri swims,Yes
1424,can a buri swim,Yes
1425,a buri is capable of swimming,Yes
1426,a buri has fins,Yes
1427,does a buri have fins,Yes
1428,a buri has a fin,Yes
1429,does a buri have a fin,Yes
1430,does a knifefish fly,No
1431,can a knifefish fly,No
1432,a knifefish flies,No
1433,does a knifefish have wings,No
1434,a knifefish has wings,No
1435,does a knifefish have a wing,No
1436,a knifefish has a wing,No
1437,does a knifefish have a beak,No
1438,a knifefish has a beak,No
1439,does a knifefish live underwater,Yes
1440,a knifefish lives underwater,Yes
1441,does a knifefish live in the water,Yes
1442,a knifefish lives in the water,Yes
1443,a knifefish can be found underwater,Yes
1444,a knifefish can be found in the water,Yes
1445,a knifefish swims,Yes
1446,can a knifefish swim,Yes
1447,a knifefish is capable of swimming,Yes
1448,a knifefish has fins,Yes
1449,does a knifefish have fins,Yes
1450,a knifefish has a fin,Yes
1451,does a knifefish have a fin,Yes
1452,does a orca fly,No
1453,can a orca fly,No
1454,a orca flies,No
1455,does a orca have wings,No
1456,a orca has wings,No
1457,does a orca have a wing,No
1458,a orca has a wing,No
1459,does a orca have a beak,No
1460,a orca has a beak,No
1461,does a orca live underwater,Yes
1462,a orca lives underwater,Yes
1463,does a orca live in the water,Yes
1464,a orca lives in the water,Yes
1465,a orca can be found underwater,Yes
1466,a orca can be found in the water,Yes
1467,a orca swims,Yes
1468,can a orca swim,Yes
1469,a orca is capable of swimming,Yes
1470,a orca has fins,Yes
1471,does a orca have fins,Yes
1472,a orca has a fin,Yes
1473,does a orca have a fin,Yes
1474,does a mullet fly,No
1475,can a mullet fly,No
1476,a mullet flies,No
1477,does a mullet have wings,No
1478,a mullet has wings,No
1479,does a mullet have a wing,No
1480,a mullet has a wing,No
1481,does a mullet have a beak,No
1482,a mullet has a beak,No
1483,does a mullet live underwater,Yes
1484,a mullet lives underwater,Yes
1485,does a mullet live in the water,Yes
1486,a mullet lives in the water,Yes
1487,a mullet can be found underwater,Yes
1488,a mullet can be found in the water,Yes
1489,a mullet swims,Yes
1490,can a mullet swim,Yes
1491,a mullet is capable of swimming,Yes
1492,a mullet has fins,Yes
1493,does a mullet have fins,Yes
1494,a mullet has a fin,Yes
1495,does a mullet have a fin,Yes
1496,does a tilapia fly,No
1497,can a tilapia fly,No
1498,a tilapia flies,No
1499,does a tilapia have wings,No
1500,a tilapia has wings,No
1501,does a tilapia have a wing,No
1502,a tilapia has a wing,No
1503,does a tilapia have a beak,No
1504,a tilapia has a beak,No
1505,does a tilapia live underwater,Yes
1506,a tilapia lives underwater,Yes
1507,does a tilapia live in the water,Yes
1508,a tilapia lives in the water,Yes
1509,a tilapia can be found underwater,Yes
1510,a tilapia can be found in the water,Yes
1511,a tilapia swims,Yes
1512,can a tilapia swim,Yes
1513,a tilapia is capable of swimming,Yes
1514,a tilapia has fins,Yes
1515,does a tilapia have fins,Yes
1516,a tilapia has a fin,Yes
1517,does a tilapia have a fin,Yes
1518,does a monkfish fly,No
1519,can a monkfish fly,No
1520,a monkfish flies,No
1521,does a monkfish have wings,No
1522,a monkfish has wings,No
1523,does a monkfish have a wing,No
1524,a monkfish has a wing,No
1525,does a monkfish have a beak,No
1526,a monkfish has a beak,No
1527,does a monkfish live underwater,Yes
1528,a monkfish lives underwater,Yes
1529,does a monkfish live in the water,Yes
1530,a monkfish lives in the water,Yes
1531,a monkfish can be found underwater,Yes
1532,a monkfish can be found in the water,Yes
1533,a monkfish swims,Yes
1534,can a monkfish swim,Yes
1535,a monkfish is capable of swimming,Yes
1536,a monkfish has fins,Yes
1537,does a monkfish have fins,Yes
1538,a monkfish has a fin,Yes
1539,does a monkfish have a fin,Yes
1540,does a halibut fly,No
1541,can a halibut fly,No
1542,a halibut flies,No
1543,does a halibut have wings,No
1544,a halibut has wings,No
1545,does a halibut have a wing,No
1546,a halibut has a wing,No
1547,does a halibut have a beak,No
1548,a halibut has a beak,No
1549,does a halibut live underwater,Yes
1550,a halibut lives underwater,Yes
1551,does a halibut live in the water,Yes
1552,a halibut lives in the water,Yes
1553,a halibut can be found underwater,Yes
1554,a halibut can be found in the water,Yes
1555,a halibut swims,Yes
1556,can a halibut swim,Yes
1557,a halibut is capable of swimming,Yes
1558,a halibut has fins,Yes
1559,does a halibut have fins,Yes
1560,a halibut has a fin,Yes
1561,does a halibut have a fin,Yes
1562,does a catshark fly,No
1563,can a catshark fly,No
1564,a catshark flies,No
1565,does a catshark have wings,No
1566,a catshark has wings,No
1567,does a catshark have a wing,No
1568,a catshark has a wing,No
1569,does a catshark have a beak,No
1570,a catshark has a beak,No
1571,does a catshark live underwater,Yes
1572,a catshark lives underwater,Yes
1573,does a catshark live in the water,Yes
1574,a catshark lives in the water,Yes
1575,a catshark can be found underwater,Yes
1576,a catshark can be found in the water,Yes
1577,a catshark swims,Yes
1578,can a catshark swim,Yes
1579,a catshark is capable of swimming,Yes
1580,a catshark has fins,Yes
1581,does a catshark have fins,Yes
1582,a catshark has a fin,Yes
1583,does a catshark have a fin,Yes
1584,does a whale fly,No
1585,can a whale fly,No
1586,a whale flies,No
1587,does a whale have wings,No
1588,a whale has wings,No
1589,does a whale have a wing,No
1590,a whale has a wing,No
1591,does a whale have a beak,No
1592,a whale has a beak,No
1593,does a whale live underwater,Yes
1594,a whale lives underwater,Yes
1595,does a whale live in the water,Yes
1596,a whale lives in the water,Yes
1597,a whale can be found underwater,Yes
1598,a whale can be found in the water,Yes
1599,a whale swims,Yes
1600,can a whale swim,Yes
1601,a whale is capable of swimming,Yes
1602,a whale has fins,Yes
1603,does a whale have fins,Yes
1604,a whale has a fin,Yes
1605,does a whale have a fin,Yes
1606,does a dugong fly,No
1607,can a dugong fly,No
1608,a dugong flies,No
1609,does a dugong have wings,No
1610,a dugong has wings,No
1611,does a dugong have a wing,No
1612,a dugong has a wing,No
1613,does a dugong have a beak,No
1614,a dugong has a beak,No
1615,does a dugong live underwater,Yes
1616,a dugong lives underwater,Yes
1617,does a dugong live in the water,Yes
1618,a dugong lives in the water,Yes
1619,a dugong can be found underwater,Yes
1620,a dugong can be found in the water,Yes
1621,a dugong swims,Yes
1622,can a dugong swim,Yes
1623,a dugong is capable of swimming,Yes
1624,a dugong has fins,Yes
1625,does a dugong have fins,Yes
1626,a dugong has a fin,Yes
1627,does a dugong have a fin,Yes
1628,does a angelshark fly,No
1629,can a angelshark fly,No
1630,a angelshark flies,No
1631,does a angelshark have wings,No
1632,a angelshark has wings,No
1633,does a angelshark have a wing,No
1634,a angelshark has a wing,No
1635,does a angelshark have a beak,No
1636,a angelshark has a beak,No
1637,does a angelshark live underwater,Yes
1638,a angelshark lives underwater,Yes
1639,does a angelshark live in the water,Yes
1640,a angelshark lives in the water,Yes
1641,a angelshark can be found underwater,Yes
1642,a angelshark can be found in the water,Yes
1643,a angelshark swims,Yes
1644,can a angelshark swim,Yes
1645,a angelshark is capable of swimming,Yes
1646,a angelshark has fins,Yes
1647,does a angelshark have fins,Yes
1648,a angelshark has a fin,Yes
1649,does a angelshark have a fin,Yes
1650,does a mackerel fly,No
1651,can a mackerel fly,No
1652,a mackerel flies,No
1653,does a mackerel have wings,No
1654,a mackerel has wings,No
1655,does a mackerel have a wing,No
1656,a mackerel has a wing,No
1657,does a mackerel have a beak,No
1658,a mackerel has a beak,No
1659,does a mackerel live underwater,Yes
1660,a mackerel lives underwater,Yes
1661,does a mackerel live in the water,Yes
1662,a mackerel lives in the water,Yes
1663,a mackerel can be found underwater,Yes
1664,a mackerel can be found in the water,Yes
1665,a mackerel swims,Yes
1666,can a mackerel swim,Yes
1667,a mackerel is capable of swimming,Yes
1668,a mackerel has fins,Yes
1669,does a mackerel have fins,Yes
1670,a mackerel has a fin,Yes
1671,does a mackerel have a fin,Yes
1672,does a rorqual fly,No
1673,can a rorqual fly,No
1674,a rorqual flies,No
1675,does a rorqual have wings,No
1676,a rorqual has wings,No
1677,does a rorqual have a wing,No
1678,a rorqual has a wing,No
1679,does a rorqual have a beak,No
1680,a rorqual has a beak,No
1681,does a rorqual live underwater,Yes
1682,a rorqual lives underwater,Yes
1683,does a rorqual live in the water,Yes
1684,a rorqual lives in the water,Yes
1685,a rorqual can be found underwater,Yes
1686,a rorqual can be found in the water,Yes
1687,a rorqual swims,Yes
1688,can a rorqual swim,Yes
1689,a rorqual is capable of swimming,Yes
1690,a rorqual has fins,Yes
1691,does a rorqual have fins,Yes
1692,a rorqual has a fin,Yes
1693,does a rorqual have a fin,Yes
1694,does a porpoise fly,No
1695,can a porpoise fly,No
1696,a porpoise flies,No
1697,does a porpoise have wings,No
1698,a porpoise has wings,No
1699,does a porpoise have a wing,No
1700,a porpoise has a wing,No
1701,does a porpoise have a beak,No
1702,a porpoise has a beak,No
1703,does a porpoise live underwater,Yes
1704,a porpoise lives underwater,Yes
1705,does a porpoise live in the water,Yes
1706,a porpoise lives in the water,Yes
1707,a porpoise can be found underwater,Yes
1708,a porpoise can be found in the water,Yes
1709,a porpoise swims,Yes
1710,can a porpoise swim,Yes
1711,a porpoise is capable of swimming,Yes
1712,a porpoise has fins,Yes
1713,does a porpoise have fins,Yes
1714,a porpoise has a fin,Yes
1715,does a porpoise have a fin,Yes
1716,does a yellowfin fly,No
1717,can a yellowfin fly,No
1718,a yellowfin flies,No
1719,does a yellowfin have wings,No
1720,a yellowfin has wings,No
1721,does a yellowfin have a wing,No
1722,a yellowfin has a wing,No
1723,does a yellowfin have a beak,No
1724,a yellowfin has a beak,No
1725,does a yellowfin live underwater,Yes
1726,a yellowfin lives underwater,Yes
1727,does a yellowfin live in the water,Yes
1728,a yellowfin lives in the water,Yes
1729,a yellowfin can be found underwater,Yes
1730,a yellowfin can be found in the water,Yes
1731,a yellowfin swims,Yes
1732,can a yellowfin swim,Yes
1733,a yellowfin is capable of swimming,Yes
1734,a yellowfin has fins,Yes
1735,does a yellowfin have fins,Yes
1736,a yellowfin has a fin,Yes
1737,does a yellowfin have a fin,Yes
1738,does a whitefish fly,No
1739,can a whitefish fly,No
1740,a whitefish flies,No
1741,does a whitefish have wings,No
1742,a whitefish has wings,No
1743,does a whitefish have a wing,No
1744,a whitefish has a wing,No
1745,does a whitefish have a beak,No
1746,a whitefish has a beak,No
1747,does a whitefish live underwater,Yes
1748,a whitefish lives underwater,Yes
1749,does a whitefish live in the water,Yes
1750,a whitefish lives in the water,Yes
1751,a whitefish can be found underwater,Yes
1752,a whitefish can be found in the water,Yes
1753,a whitefish swims,Yes
1754,can a whitefish swim,Yes
1755,a whitefish is capable of swimming,Yes
1756,a whitefish has fins,Yes
1757,does a whitefish have fins,Yes
1758,a whitefish has a fin,Yes
1759,does a whitefish have a fin,Yes
1760,does a stonefish fly,No
1761,can a stonefish fly,No
1762,a stonefish flies,No
1763,does a stonefish have wings,No
1764,a stonefish has wings,No
1765,does a stonefish have a wing,No
1766,a stonefish has a wing,No
1767,does a stonefish have a beak,No
1768,a stonefish has a beak,No
1769,does a stonefish live underwater,Yes
1770,a stonefish lives underwater,Yes
1771,does a stonefish live in the water,Yes
1772,a stonefish lives in the water,Yes
1773,a stonefish can be found underwater,Yes
1774,a stonefish can be found in the water,Yes
1775,a stonefish swims,Yes
1776,can a stonefish swim,Yes
1777,a stonefish is capable of swimming,Yes
1778,a stonefish has fins,Yes
1779,does a stonefish have fins,Yes
1780,a stonefish has a fin,Yes
1781,does a stonefish have a fin,Yes
1782,does a swordfish fly,No
1783,can a swordfish fly,No
1784,a swordfish flies,No
1785,does a swordfish have wings,No
1786,a swordfish has wings,No
1787,does a swordfish have a wing,No
1788,a swordfish has a wing,No
1789,does a swordfish have a beak,No
1790,a swordfish has a beak,No
1791,does a swordfish live underwater,Yes
1792,a swordfish lives underwater,Yes
1793,does a swordfish live in the water,Yes
1794,a swordfish lives in the water,Yes
1795,a swordfish can be found underwater,Yes
1796,a swordfish can be found in the water,Yes
1797,a swordfish swims,Yes
1798,can a swordfish swim,Yes
1799,a swordfish is capable of swimming,Yes
1800,a swordfish has fins,Yes
1801,does a swordfish have fins,Yes
1802,a swordfish has a fin,Yes
1803,does a swordfish have a fin,Yes
1804,does a spearfish fly,No
1805,can a spearfish fly,No
1806,a spearfish flies,No
1807,does a spearfish have wings,No
1808,a spearfish has wings,No
1809,does a spearfish have a wing,No
1810,a spearfish has a wing,No
1811,does a spearfish have a beak,No
1812,a spearfish has a beak,No
1813,does a spearfish live underwater,Yes
1814,a spearfish lives underwater,Yes
1815,does a spearfish live in the water,Yes
1816,a spearfish lives in the water,Yes
1817,a spearfish can be found underwater,Yes
1818,a spearfish can be found in the water,Yes
1819,a spearfish swims,Yes
1820,can a spearfish swim,Yes
1821,a spearfish is capable of swimming,Yes
1822,a spearfish has fins,Yes
1823,does a spearfish have fins,Yes
1824,a spearfish has a fin,Yes
1825,does a spearfish have a fin,Yes
1826,does a snook fly,No
1827,can a snook fly,No
1828,a snook flies,No
1829,does a snook have wings,No
1830,a snook has wings,No
1831,does a snook have a wing,No
1832,a snook has a wing,No
1833,does a snook have a beak,No
1834,a snook has a beak,No
1835,does a snook live underwater,Yes
1836,a snook lives underwater,Yes
1837,does a snook live in the water,Yes
1838,a snook lives in the water,Yes
1839,a snook can be found underwater,Yes
1840,a snook can be found in the water,Yes
1841,a snook swims,Yes
1842,can a snook swim,Yes
1843,a snook is capable of swimming,Yes
1844,a snook has fins,Yes
1845,does a snook have fins,Yes
1846,a snook has a fin,Yes
1847,does a snook have a fin,Yes
1848,does a smelt fly,No
1849,can a smelt fly,No
1850,a smelt flies,No
1851,does a smelt have wings,No
1852,a smelt has wings,No
1853,does a smelt have a wing,No
1854,a smelt has a wing,No
1855,does a smelt have a beak,No
1856,a smelt has a beak,No
1857,does a smelt live underwater,Yes
1858,a smelt lives underwater,Yes
1859,does a smelt live in the water,Yes
1860,a smelt lives in the water,Yes
1861,a smelt can be found underwater,Yes
1862,a smelt can be found in the water,Yes
1863,a smelt swims,Yes
1864,can a smelt swim,Yes
1865,a smelt is capable of swimming,Yes
1866,a smelt has fins,Yes
1867,does a smelt have fins,Yes
1868,a smelt has a fin,Yes
1869,does a smelt have a fin,Yes
1870,does a porgy fly,No
1871,can a porgy fly,No
1872,a porgy flies,No
1873,does a porgy have wings,No
1874,a porgy has wings,No
1875,does a porgy have a wing,No
1876,a porgy has a wing,No
1877,does a porgy have a beak,No
1878,a porgy has a beak,No
1879,does a porgy live underwater,Yes
1880,a porgy lives underwater,Yes
1881,does a porgy live in the water,Yes
1882,a porgy lives in the water,Yes
1883,a porgy can be found underwater,Yes
1884,a porgy can be found in the water,Yes
