,question,label
861,A falcon lives in the sea.,No
862,Does a falcon live in the ocean?,No
863,A falcon lives in the ocean.,No
864,Does a gibbon live underwater?,No
865,A gibbon lives underwater.,No
866,Does a gibbon live in the water?,No
867,A gibbon lives in the water.,No
868,Does a gibbon live in the sea?,No
869,A gibbon lives in the sea.,No
870,Does a gibbon live in the ocean?,No
871,A gibbon lives in the ocean.,No
872,Does a hyena live underwater?,No
873,A hyena lives underwater.,No
874,Does a hyena live in the water?,No
875,A hyena lives in the water.,No
876,Does a hyena live in the sea?,No
877,A hyena lives in the sea.,No
878,Does a hyena live in the ocean?,No
879,A hyena lives in the ocean.,No
880,Does a rottweiler live underwater?,No
881,A rottweiler lives underwater.,No
882,Does a rottweiler live in the water?,No
883,A rottweiler lives in the water.,No
884,Does a rottweiler live in the sea?,No
885,A rottweiler lives in the sea.,No
886,Does a rottweiler live in the ocean?,No
887,A rottweiler lives in the ocean.,No
888,Does a squirrel live underwater?,No
889,A squirrel lives underwater.,No
890,Does a squirrel live in the water?,No
891,A squirrel lives in the water.,No
892,Does a squirrel live in the sea?,No
893,A squirrel lives in the sea.,No
894,Does a squirrel live in the ocean?,No
895,A squirrel lives in the ocean.,No
896,Does a tapir live underwater?,No
897,A tapir lives underwater.,No
898,Does a tapir live in the water?,No
899,A tapir lives in the water.,No
900,Does a tapir live in the sea?,No
901,A tapir lives in the sea.,No
902,Does a tapir live in the ocean?,No
903,A tapir lives in the ocean.,No
904,Does a yak live underwater?,No
905,A yak lives underwater.,No
906,Does a yak live in the water?,No
907,A yak lives in the water.,No
908,Does a yak live in the sea?,No
909,A yak lives in the sea.,No
910,Does a yak live in the ocean?,No
911,A yak lives in the ocean.,No
