,question,label
981,does a guava have a wing?,No
982,a guava has a wing.,No
983,does a guava have horns?,No
984,a guava has horns.,No
985,does a guava have hair?,No
986,a guava has hair.,No
987,does a guava have fur?,No
988,a guava has fur.,No
989,does a kiwi fly?,No
990,can a kiwi fly?,No
991,a kiwi flys.,No
992,is a kiwi capable of flying?,No
993,a kiwi is capable of flying.,No
994,does a kiwi live underwater?,No
995,a kiwi lives underwater.,No
996,does a kiwi live in the water?,No
997,a kiwi lives in the water.,No
998,does a kiwi have a beak?,No
999,a kiwi has a beak.,No
1000,does a kiwi have feathers?,No
1001,a kiwi has feathers.,No
1002,does a kiwi have wings?,No
1003,a kiwi has wings.,No
1004,does a kiwi have a wing?,No
1005,a kiwi has a wing.,No
1006,does a kiwi have horns?,No
1007,a kiwi has horns.,No
1008,does a kiwi have hair?,No
1009,a kiwi has hair.,No
1010,does a kiwi have fur?,No
1011,a kiwi has fur.,No
1012,does a lemon fly?,No
1013,can a lemon fly?,No
1014,a lemon flys.,No
1015,is a lemon capable of flying?,No
1016,a lemon is capable of flying.,No
1017,does a lemon live underwater?,No
1018,a lemon lives underwater.,No
1019,does a lemon live in the water?,No
1020,a lemon lives in the water.,No
1021,does a lemon have a beak?,No
1022,a lemon has a beak.,No
1023,does a lemon have feathers?,No
1024,a lemon has feathers.,No
1025,does a lemon have wings?,No
1026,a lemon has wings.,No
1027,does a lemon have a wing?,No
1028,a lemon has a wing.,No
1029,does a lemon have horns?,No
1030,a lemon has horns.,No
1031,does a lemon have hair?,No
1032,a lemon has hair.,No
1033,does a lemon have fur?,No
1034,a lemon has fur.,No
1035,does a mango fly?,No
1036,can a mango fly?,No
1037,a mango flys.,No
1038,is a mango capable of flying?,No
1039,a mango is capable of flying.,No
1040,does a mango live underwater?,No
1041,a mango lives underwater.,No
1042,does a mango live in the water?,No
1043,a mango lives in the water.,No
1044,does a mango have a beak?,No
1045,a mango has a beak.,No
1046,does a mango have feathers?,No
1047,a mango has feathers.,No
1048,does a mango have wings?,No
1049,a mango has wings.,No
1050,does a mango have a wing?,No
1051,a mango has a wing.,No
1052,does a mango have horns?,No
1053,a mango has horns.,No
1054,does a mango have hair?,No
1055,a mango has hair.,No
1056,does a mango have fur?,No
1057,a mango has fur.,No
1058,does a melon fly?,No
1059,can a melon fly?,No
1060,a melon flys.,No
1061,is a melon capable of flying?,No
1062,a melon is capable of flying.,No
1063,does a melon live underwater?,No
1064,a melon lives underwater.,No
1065,does a melon live in the water?,No
1066,a melon lives in the water.,No
1067,does a melon have a beak?,No
1068,a melon has a beak.,No
1069,does a melon have feathers?,No
1070,a melon has feathers.,No
1071,does a melon have wings?,No
1072,a melon has wings.,No
1073,does a melon have a wing?,No
1074,a melon has a wing.,No
1075,does a melon have horns?,No
1076,a melon has horns.,No
1077,does a melon have hair?,No
1078,a melon has hair.,No
1079,does a melon have fur?,No
1080,a melon has fur.,No
1081,does a muscat fly?,No
1082,can a muscat fly?,No
1083,a muscat flys.,No
1084,is a muscat capable of flying?,No
1085,a muscat is capable of flying.,No
1086,does a muscat live underwater?,No
1087,a muscat lives underwater.,No
1088,does a muscat live in the water?,No
1089,a muscat lives in the water.,No
1090,does a muscat have a beak?,No
1091,a muscat has a beak.,No
1092,does a muscat have feathers?,No
1093,a muscat has feathers.,No
1094,does a muscat have wings?,No
1095,a muscat has wings.,No
1096,does a muscat have a wing?,No
1097,a muscat has a wing.,No
1098,does a muscat have horns?,No
1099,a muscat has horns.,No
1100,does a muscat have hair?,No
1101,a muscat has hair.,No
1102,does a muscat have fur?,No
1103,a muscat has fur.,No
1104,does a nut fly?,No
1105,can a nut fly?,No
1106,a nut flys.,No
1107,is a nut capable of flying?,No
1108,a nut is capable of flying.,No
1109,does a nut live underwater?,No
1110,a nut lives underwater.,No
1111,does a nut live in the water?,No
1112,a nut lives in the water.,No
1113,does a nut have a beak?,No
1114,a nut has a beak.,No
1115,does a nut have feathers?,No
1116,a nut has feathers.,No
1117,does a nut have wings?,No
1118,a nut has wings.,No
1119,does a nut have a wing?,No
1120,a nut has a wing.,No
1121,does a nut have horns?,No
1122,a nut has horns.,No
1123,does a nut have hair?,No
1124,a nut has hair.,No
1125,does a nut have fur?,No
1126,a nut has fur.,No
1127,does a papaya fly?,No
1128,can a papaya fly?,No
1129,a papaya flys.,No
1130,is a papaya capable of flying?,No
1131,a papaya is capable of flying.,No
1132,does a papaya live underwater?,No
1133,a papaya lives underwater.,No
1134,does a papaya live in the water?,No
1135,a papaya lives in the water.,No
1136,does a papaya have a beak?,No
1137,a papaya has a beak.,No
1138,does a papaya have feathers?,No
1139,a papaya has feathers.,No
1140,does a papaya have wings?,No
1141,a papaya has wings.,No
1142,does a papaya have a wing?,No
1143,a papaya has a wing.,No
1144,does a papaya have horns?,No
1145,a papaya has horns.,No
1146,does a papaya have hair?,No
1147,a papaya has hair.,No
1148,does a papaya have fur?,No
1149,a papaya has fur.,No
1150,does a pea fly?,No
1151,can a pea fly?,No
1152,a pea flys.,No
1153,is a pea capable of flying?,No
1154,a pea is capable of flying.,No
1155,does a pea live underwater?,No
1156,a pea lives underwater.,No
1157,does a pea live in the water?,No
1158,a pea lives in the water.,No
1159,does a pea have a beak?,No
1160,a pea has a beak.,No
1161,does a pea have feathers?,No
1162,a pea has feathers.,No
1163,does a pea have wings?,No
1164,a pea has wings.,No
1165,does a pea have a wing?,No
1166,a pea has a wing.,No
1167,does a pea have horns?,No
1168,a pea has horns.,No
1169,does a pea have hair?,No
1170,a pea has hair.,No
1171,does a pea have fur?,No
1172,a pea has fur.,No
1173,does a peach fly?,No
1174,can a peach fly?,No
1175,a peach flys.,No
1176,is a peach capable of flying?,No
1177,a peach is capable of flying.,No
1178,does a peach live underwater?,No
1179,a peach lives underwater.,No
1180,does a peach live in the water?,No
1181,a peach lives in the water.,No
1182,does a peach have a beak?,No
1183,a peach has a beak.,No
1184,does a peach have feathers?,No
1185,a peach has feathers.,No
1186,does a peach have wings?,No
1187,a peach has wings.,No
1188,does a peach have a wing?,No
1189,a peach has a wing.,No
1190,does a peach have horns?,No
1191,a peach has horns.,No
1192,does a peach have hair?,No
1193,a peach has hair.,No
1194,does a peach have fur?,No
1195,a peach has fur.,No
1196,does a peanut fly?,No
1197,can a peanut fly?,No
1198,a peanut flys.,No
1199,is a peanut capable of flying?,No
1200,a peanut is capable of flying.,No
1201,does a peanut live underwater?,No
1202,a peanut lives underwater.,No
1203,does a peanut live in the water?,No
1204,a peanut lives in the water.,No
1205,does a peanut have a beak?,No
1206,a peanut has a beak.,No
1207,does a peanut have feathers?,No
1208,a peanut has feathers.,No
1209,does a peanut have wings?,No
1210,a peanut has wings.,No
1211,does a peanut have a wing?,No
1212,a peanut has a wing.,No
1213,does a peanut have horns?,No
1214,a peanut has horns.,No
1215,does a peanut have hair?,No
1216,a peanut has hair.,No
1217,does a peanut have fur?,No
1218,a peanut has fur.,No
1219,does a pear fly?,No
1220,can a pear fly?,No
1221,a pear flys.,No
1222,is a pear capable of flying?,No
1223,a pear is capable of flying.,No
1224,does a pear live underwater?,No
1225,a pear lives underwater.,No
1226,does a pear live in the water?,No
1227,a pear lives in the water.,No
1228,does a pear have a beak?,No
1229,a pear has a beak.,No
1230,does a pear have feathers?,No
1231,a pear has feathers.,No
1232,does a pear have wings?,No
1233,a pear has wings.,No
1234,does a pear have a wing?,No
1235,a pear has a wing.,No
1236,does a pear have horns?,No
1237,a pear has horns.,No
1238,does a pear have hair?,No
1239,a pear has hair.,No
1240,does a pear have fur?,No
1241,a pear has fur.,No
